White,IncomePerCap,Unemployment,Poverty,Professional,Walk,MeanCommute,AvgHouseholdSize,NotHSGrad,Bachelors,Over65,Under18,RenterOccupied,TreesPerSqMi
0.01,0.006788556087462802,0.3838174273858921,0.8171262699564585,0.12831858407079647,0.22462562396006655,0.4936708860759494,0.6122448979591837,0.7134052388289676,0.045126353790613714,0.0554657496209996,0.5328779995934991,0.8776885244645503,Med
0.006999999999999999,0.02193039203001682,0.24481327800829875,0.5268505079825834,0.14380530973451328,0.12312811980033278,0.4773960216998192,0.5658627087198516,0.6117103235747303,0.08844765342960288,0.07345792413842919,0.4733152187039584,0.9556145686918028,Med
0.244,0.03192117350239358,0.23029045643153526,0.6313497822931785,0.16371681415929204,0.20798668885191346,0.3218806509945751,0.5825602968460112,0.522342064714946,0.15703971119133572,0.0035207194102736023,0.45008861320336796,0.9958373313190287,Low
0.018000000000000002,0.05223427998447406,0.2717842323651452,0.45428156748911463,0.3628318584070797,0.11480865224625625,0.47197106690777574,0.5640074211502784,0.41140215716486905,0.03429602888086642,0.08848622612019423,0.43310454441783497,0.6359904314516766,High
0.019,0.03106401216198732,0.19294605809128632,0.4383164005805515,0.07079646017699116,0.10815307820299501,0.5009041591320073,0.5324675324675325,0.7026194144838214,0.03429602888086642,0.1130040238312968,0.4776266896401452,0.9155624361551439,Med
0.11199999999999999,0.0637857420106094,0.14107883817427386,0.2409288824383164,0.16814159292035402,0.05324459234608985,0.5822784810126583,0.48237476808905383,0.699537750385208,0.18231046931407943,0.19792729401146383,0.3820086283466558,0.5136126848262674,Med
0.005,0.01617689869323328,0.3983402489626556,0.7735849056603773,0.06637168141592921,0.26955074875207985,0.5117540687160941,0.5398886827458257,0.6810477657935285,0.01263537906137184,0.0945447375235562,0.5137307991710351,0.9322206425037111,Med
0.004,0.020021995083451934,0.32365145228215764,0.6763425253991291,0.12721238938053098,0.20965058236272877,0.4412296564195299,0.5955473098330242,0.5963020030816641,0.03790613718411552,0.07981637399289104,0.47809292113089563,0.8520441853197187,Med
0.024,0.02122687281666451,0.5414937759336099,0.5050798258345427,0.14823008849557523,0.04159733777038269,0.5063291139240508,0.5417439703153989,0.6841294298921419,0.08483754512635379,0.0936343503918621,0.4960796520118558,0.9481339804070242,Low
0.03,0.0500711605641092,0.27800829875518673,0.37010159651669083,0.2289823008849558,0.15474209650582363,0.3345388788426764,0.45825602968460116,0.5130970724191064,0.12093862815884476,0.15642574593120995,0.4333796819327362,0.7890236372445774,Low
0.012,0.028674472764911373,0.2904564315352697,0.4818577648766328,0.1415929203539823,0.1098169717138103,0.4864376130198916,0.588126159554731,0.5808936825885979,0.05595667870036101,0.06389055959222523,0.465291240116956,0.92342323310565,Med
0.005,0.03334438478457757,0.2800829875518672,0.7155297532656022,0.22345132743362836,0.19966722129783693,0.5063291139240508,0.5231910946196661,0.5901386748844376,0.0667870036101083,0.08532766476899795,0.45470211718365344,0.8989809877165452,Med
0,0.031678580670203134,0.18464730290456433,0.6052249637155297,0.09955752212389382,0.09317803660565722,0.47197106690777574,0.5825602968460112,0.5546995377503852,0.08122743682310468,0.09021051034817631,0.445963985549814,0.8305153381477002,Med
0.01,0.027170397205330574,0.34854771784232363,0.5515239477503628,0.20132743362831865,0.14475873544093174,0.44846292947558775,0.4953617810760668,0.6178736517719569,0.12454873646209386,0.1329599742270479,0.44253707783770485,0.8325289753979566,Med
0.018000000000000002,0.05146202613533445,0.29460580912863066,0.39042089985486206,0.2024336283185841,0.14309484193011646,0.45027124773960225,0.46567717996289426,0.6964560862865948,0.22743682310469313,0.11152207718506249,0.3634685033600594,0.85130470264008,Med
0.040999999999999995,0.03684580799585975,0.23029045643153526,0.5108853410740203,0.19690265486725667,0.05823627287853577,0.45569620253164556,0.5417439703153989,0.6671802773497689,0.09747292418772563,0.05979215427495916,0.44657314533311043,0.900140196142235,Low
0.021,0.09907086945271057,0.16182572614107882,0.14223512336719885,0.35508849557522126,0.1281198003327787,0.40325497287522605,0.3617810760667904,0.6117103235747303,0.17509025270758122,0.31390770230308956,0.24155038421130456,0.42718629539979147,Low
0,0.021331996377280373,0.23651452282157676,0.5036284470246735,0.12831858407079647,0.08652246256239601,0.4773960216998192,0.5083487940630799,0.600924499229584,0.11010830324909746,0.11288706769916852,0.48473096572181906,0.9510734137229293,Low
0.083,0.036267628412472504,0.25311203319502074,0.5965166908563134,0.24889380530973454,0.011647254575707153,0.5696202531645571,0.5565862708719852,0.5161787365177196,0.1642599277978339,0.10450840600052103,0.4509103255006956,0.7437088859805725,Med
0.048,0.020584001811359814,0.24066390041493774,0.6415094339622641,0.084070796460177,0.3011647254575707,0.3743218806509946,0.5176252319109462,0.6702619414483821,0.14620938628158844,0.06696414289372303,0.47925229376842177,0.981862657890055,Med
0.018000000000000002,0.02574314270927675,0.3029045643153527,0.683599419448476,0.11061946902654868,0.29783693843594006,0.5605786618444847,0.5640074211502784,0.5916795069337442,0.02346570397111913,0.09253385479688422,0.5021302377244325,0.9549003351242296,Med
0.031,0.04165318928710053,0.2593360995850622,0.32656023222060954,0.14601769911504428,0.08485856905158069,0.5009041591320073,0.536178107606679,0.5362095531587057,0.09205776173285198,0.08059423387669089,0.44916113904722815,0.7889381852915219,High
0.025,0.021166224608616897,0.34647302904564314,0.6386066763425253,0.1670353982300885,0.19966722129783693,0.4177215189873418,0.5695732838589982,0.6748844375963021,0.054151624548736454,0.08861350036204535,0.5544314535863827,0.9235677076155563,High
0.023,0.031237870358390478,0.24481327800829875,0.43686502177068215,0.1493362831858407,0.064891846921797,0.546112115732369,0.588126159554731,0.5824345146379044,0.1859205776173285,0.08391595219137421,0.44355223156018253,0.7330670321981614,High
0.011000000000000001,0.04596729848622073,0.34232365145228216,0.4179970972423802,0.26327433628318586,0.15640599001663893,0.5280289330922242,0.5936920222634509,0.5824345146379044,0.10830324909747291,0.06768971608578842,0.45025975238741184,0.5766568222412004,Low
0.062,0.032786421270539524,0.15352697095435686,0.48476052249637147,0.18805309734513276,0.08319467554076539,0.48824593128390603,0.5343228200371057,0.6055469953775039,0.18772563176895304,0.11102727298190182,0.45458809324788724,0.7423375522937733,Med
0.02,0.012113468754043214,0.41908713692946054,0.7358490566037735,0.07964601769911504,0.15806988352745424,0.5605786618444847,0.5565862708719852,0.7010785824345147,0.06498194945848375,0.0807036838359006,0.5162232563378699,0.9671930962199907,High
0.015,0.06226145038167939,0.14730290456431533,0.28011611030478956,0.3429203539823009,0.05490848585690515,0.546112115732369,0.489795918367347,0.5855161787365177,0.27797833935018046,0.12508016971679195,0.4274279400694488,0.6506679466824206,Med
0.018000000000000002,0.02593317376115927,0.1763485477178423,0.4600870827285921,0.18362831858407083,0.16805324459234608,0.4267631103074141,0.554730983302412,0.6040061633281972,0.10108303249097472,0.1015293309884587,0.5120427942149677,0.7774501166825203,High
0.025,0.027687928580670203,0.2821576763485477,0.548621190130624,0.19247787610619474,0.13810316139767057,0.4520795660036167,0.5899814471243043,0.7380585516178736,0.032490974729241874,0.055351338575482786,0.5291191619885404,0.7036661235570034,High
0.044000000000000004,0.030190677966101694,0.3257261410788381,0.4499274310595065,0.1758849557522124,0.09317803660565722,0.40506329113924056,0.549165120593692,0.5701078582434514,0.15703971119133572,0.09671935609386523,0.4783180740953653,0.7428207718085641,High
0.001,0.026834810454133783,0.2987551867219917,0.648766328011611,0.10287610619469026,0.16638935108153077,0.4683544303797469,0.5231910946196661,0.7457627118644067,0.061371841155234655,0.11151678068840876,0.5386988358221234,0.9673803905066803,Med
0.004,0.020551656100401088,0.29253112033195017,0.6081277213352685,0.16814159292035402,0.10316139767054909,0.4864376130198916,0.575139146567718,0.679506933744222,0.057761732851985555,0.061171520083370935,0.49797264364283067,0.895213016177151,Med
0.015,0.06801494371846294,0.21161825726141076,0.1973875181422351,0.2699115044247788,0.06655574043261231,0.4810126582278481,0.62708719851577,0.5808936825885979,0.18772563176895304,0.1509420052595824,0.41774326980729576,0.43439607789240225,Med
0.01,0.021590762064950187,0.3132780082987552,0.5703918722786646,0.13827433628318586,0.194675540765391,0.4104882459312839,0.5992578849721707,0.679506933744222,0.10830324909747291,0.07058279319679939,0.47431220417261305,0.9165748310314171,Med
0.004,0.022791596584292924,0.1950207468879668,0.5674891146589259,0.15929203539823011,0.24292845257903492,0.5605786618444847,0.5640074211502784,0.5392912172573189,0.05595667870036101,0.10651881118005484,0.5152072330951637,0.9024683538264081,Low
0.022000000000000002,0.029006016302238324,0.17219917012448133,0.44121915820029023,0.14601769911504428,0.12479201331114809,0.5298372513562387,0.640074211502783,0.6502311248073961,0.08122743682310468,0.1110093154634745,0.5038875145754053,0.9337885619848441,High
0.016,0.018897981627636177,0.13485477178423236,0.4716981132075471,0.14380530973451328,0.17304492512479203,0.5262206148282097,0.5157699443413729,0.7211093990755008,0.1263537906137184,0.14909426352756247,0.4772894115778247,0.9200494995153562,Med
0.027999999999999997,0.048312362530728424,0.38589211618257263,0.30914368650217705,0.2367256637168142,0.11148086522462562,0.600361663652803,0.5083487940630799,0.5870570107858243,0.1895306859205776,0.10284523575716122,0.42121471680969386,0.7688022119563098,Med
0.027999999999999997,0.07035192133523095,0.2634854771784232,0.33817126269956455,0.3539823008849558,0.051580698835274545,0.5985533453887883,0.5380333951762524,0.5778120184899845,0.16245487364620936,0.12138178663918538,0.4062010155348803,0.5182860841449672,Med
0.005,0.01661760900504593,0.3838174273858921,0.690856313497823,0.11946902654867257,0.1913477537437604,0.45750452079566006,0.575139146567718,0.6332819722650231,0.03429602888086642,0.06920490394860832,0.5609168846265612,0.9171533018461872,Med
0.7309999999999998,0.08694122784318799,0.14522821576763484,0.16400580551523947,0.3982300884955753,0.07321131447587355,0.35262206148282105,0.47495361781076073,0.5670261941448382,0.23826714801444043,0.1644777907924337,0.3200934337369248,0.2341168344791714,Low
0.003,0.025573327726743433,0.32365145228215764,0.5703918722786646,0.17367256637168144,0.09151414309484193,0.5262206148282097,0.5380333951762524,0.6610169491525424,0.0740072202166065,0.09761730757504412,0.5281773935288109,0.9295081352274397,Med
0.034,0.017381776426445852,0.21991701244813275,0.625544267053701,0.125,0.026622296173044926,0.5641952983725136,0.62708719851577,0.6348228043143298,0.11913357400722022,0.05091613649732099,0.48403150865054045,0.8108262319721296,Med
0.009000000000000001,0.006982630353215164,0.3672199170124481,0.7198838896952104,0.08960176991150443,0.1480865224625624,0.5226039783001809,0.6048237476808905,0.7673343605546995,0.036101083032490974,0.05949149005089719,0.6039648477416718,0.996263551840011,Med
0.005,0.033312039073618835,0.21991701244813275,0.6545718432510885,0.2201327433628319,0.1630615640599002,0.5081374321880651,0.5324675324675325,0.7087827426810479,0.11371841155234656,0.10643431677866314,0.4916356398382111,0.8880634252359216,Low
0.013999999999999999,0.030659690775003235,0.2800829875518672,0.6226415094339622,0.30862831858407086,0.09983361064891846,0.4358047016274864,0.5936920222634509,0.74884437596302,0.08483754512635379,0.06277006422933362,0.5314610403117326,0.7897222255945029,High
0.021,0.019504463708112305,0.18672199170124482,0.71698113207547165,0.16039823008849557,0.281198003327787,0.4430379746835444,0.5417439703153989,0.699537750385208,0.07581227436823104,0.08065440835453618,0.44648548963901635,0.7953632844100647,High
0.025,0.01026572001552594,0.29253112033195017,0.7097242380261247,0.042035398230088505,0.12312811980033278,0.5099457504520796,0.5231910946196661,0.6286594761171033,0.06859205776173284,0.13003174958809166,0.5309688520063158,0.9576906224398878,Med
0.551,0.10826918100659852,0.13900414937759337,0.08272859216255442,0.2267699115044248,0.014975041597337771,0.43399638336347207,0.4860853432282004,0.5485362095531586,0.18231046931407943,0.2081674191266996,0.30473758642363297,0.3947189319123051,Med
0.008,0.02371749256048648,0.23858921161825725,0.5152394775036284,0.16924778761061948,0.09983361064891846,0.49909584086799275,0.5807050092764379,0.6610169491525424,0.11191335740072202,0.07993380210455117,0.5388205876224211,0.8802081276272534,High
0.313,0.12854589856385043,0.15560165975103735,0.1015965166908563,0.39380530973451333,0.11647254575707154,0.47377938517179025,0.47866419294990725,0.5069337442218799,0.148014440433213,0.1841812168821147,0.3866460545195888,0.3682791181886557,High
0.01,0.02796691033768922,0.3112033195020747,0.37010159651669083,0.11615044247787612,0.0881863560732113,0.3851717902350814,0.5306122448979592,0.6055469953775039,0.07942238267148014,0.12399587573632344,0.504089333694596,0.8934033402310256,Med
0.013000000000000001,0.02930925734247639,0.2551867219917012,0.5834542815674891,0.1504424778761062,0.11314475873544093,0.4773960216998192,0.5602968460111317,0.5932203389830508,0.04332129963898917,0.08351522180583294,0.5108457606364389,0.8775387718884216,Med
0.674,0.13182090179842154,0.16390041493775934,0.07982583454281567,0.31637168141592925,0.028286189683860232,0.36889692585895123,0.4860853432282004,0.4822804314329739,0.1895306859205776,0.145454456638126,0.32601003370234155,0.2777975098312293,Low
0.008,0.05631792599301333,0.2717842323651452,0.38026124818577645,0.2024336283185841,0.16805324459234608,0.5171790235081374,0.562152133580705,0.6964560862865948,0.03971119133574007,0.04914534289400933,0.5163853217483825,0.9026846073233209,Med
0.054000000000000006,0.00993013326432915,0.36929460580912865,0.7576197387518142,0.1006637168141593,0.1747088186356073,0.4430379746835444,0.5417439703153989,0.5115562403697997,0,0.06537880459284395,0.3948038721951771,0.9634098837434154,Med
0.018000000000000002,0.03469481821710441,0.408713692946058,0.6734397677793903,0.15486725663716813,0.10482529118136438,0.783001808318264,0.5231910946196661,0.5439137134052388,0.07220216606498195,0.10803884835093253,0.49048520321309547,0.8520334059934983,Low
0.008,0.009513682235735541,0.446058091286307,0.7314949201741654,0.1084070796460177,0.14475873544093174,0.6726943942133816,0.5194805194805194,0.5701078582434514,0.12093862815884476,0.08196050448435031,0.571459322166869,0.9856270119128743,Low
0.023,0.02253283089662311,0.3755186721991701,0.7039187227866472,0.16261061946902658,0.048252911813643926,0.4773960216998192,0.5120593692022264,0.5901386748844376,0.08664259927797834,0.09549382396230592,0.5196140170917982,0.9155827190193875,Med
0.013000000000000001,0.030538394358908007,0.21576763485477177,0.40928882438316394,0.2101769911504425,0.10149750415973377,0.49186256781193494,0.5695732838589982,0.6348228043143298,0.12454873646209386,0.0426090264155653,0.5310589637613626,0.8488645465561117,High
0.006999999999999999,0.02400051753137534,0.3132780082987552,0.7373004354136429,0.21681415929203543,0.12312811980033278,0.5153707052441231,0.5213358070500929,0.6240369799691834,0.08664259927797834,0.093847353954814,0.5325014918167982,0.8004397426791684,High
0.005,0.014604088497865183,0.6452282157676349,0.7503628447024673,0.1172566371681416,0.12312811980033278,0.538878842676311,0.5732838589981447,0.6779661016949153,0.07942238267148014,0.09608412961399872,0.4922675420845141,0.9415259333240776,Med
0.01,0.03779192004140251,0.46887966804979253,0.3875181422351233,0.15929203539823011,0.13976705490848587,0.49909584086799275,0.6066790352504638,0.5454545454545454,0.09747292418772563,0.028708175462031957,0.5256102386169946,0.8055546206231142,Low
0.36700000000000005,0.10547936343640833,0.15560165975103735,0.1669085631349782,0.3738938053097346,0.07321131447587355,0.4629294755877034,0.4137291280148423,0.3143297380585517,0.148014440433213,0.32835971447653584,0.41288400433628714,0.5035335334818086,Med
0.708,0.11684483762453099,0.14315352697095435,0.0478955007256894,0.3119469026548673,0.05324459234608985,0.37070524412296574,0.45825602968460116,0.3405238828967642,0.1895306859205776,0.2031710441397365,0.3039042227786581,0.38362888570568127,Low
0.006,0.0228684176478199,0.36929460580912865,0.7489114658925979,0.1780973451327434,0.08985024958402663,0.5207956600361664,0.5064935064935066,0.6640986132511557,0.08303249097472923,0.08695857131868585,0.45674461856238585,0.9661358965309639,Med
0.529,0.06505935437960926,0.19294605809128632,0.2089985486211901,0.293141592920354,0.12479201331114809,0.37974683544303806,0.47309833024118736,0.534668721109399,0.1859205776173285,0.32631757473664735,0.3740199970085033,0.4234039338432344,Med
0.633,0.11407523612369,0.3029045643153527,0.14658925979680695,0.29092920353982304,0.13477537437603992,0.2965641952983726,0.48794063079777367,0.3605546995377504,0.14981949458483754,0.25737462348152834,0.35488081001355354,0.4633914854693135,Med
0.003,0.024194591797127702,0.22821576763485477,0.49201741654571834,0.1338495575221239,0.04159733777038269,0.6329113924050633,0.5658627087198516,0.6471494607087828,0.11371841155234656,0.03303290600398989,0.5252996729319853,0.9754800648912912,Med
0.34299999999999997,0.08571209082675638,0.18879668049792528,0.14804063860667632,0.4026548672566372,0.038269550748752074,0.5623869801084991,0.5046382189239332,0.3466872110939907,0.1895306859205776,0.22187713076943485,0.38393226095176,0.3412625125602574,Low
0.012,0.01251374692715746,0.32157676348547715,0.6357039187227865,0.1670353982300885,0.04991680532445923,0.5117540687160941,0.62708719851577,0.5932203389830508,0.016245487364620937,0.0352156557081132,0.5828344710122917,0.9354959205860294,Med
0.03,0.03181604994177772,0.5228215767634854,0.5718432510885341,0.18030973451327437,0.09317803660565722,0.45569620253164556,0.5231910946196661,0.6825885978428352,0.12093862815884476,0.02100753004569396,0.4544801648428597,0.8045301990223565,High
0.03,0.03181604994177772,0.5228215767634854,0.5718432510885341,0.18030973451327437,0.09317803660565722,0.45569620253164556,0.5231910946196661,0.6825885978428352,0.12093862815884476,0.02100753004569396,0.4544801648428597,0.8045301990223565,High
0.01,0.01717557251908397,0.3630705394190871,0.532656023222061,0.1493362831858407,0.1763727121464226,0.5226039783001809,0.5380333951762524,0.6579352850539292,0.0740072202166065,0.10727952767204334,0.508138239079415,0.9535684041985408,High
0.01,0.01717557251908397,0.3630705394190871,0.532656023222061,0.1493362831858407,0.1763727121464226,0.5226039783001809,0.5380333951762524,0.6579352850539292,0.0740072202166065,0.10727952767204334,0.508138239079415,0.9535684041985408,High
0.016,0.03742398757924699,0.2987551867219917,0.664731494920174,0.18473451327433632,0.21797004991680533,0.4358047016274864,0.4990723562152134,0.637904468412943,0.07039711191335739,0.12255460898873492,0.5290142737591491,0.9827248342049197,High
0.5429999999999999,0.09536728554793635,0.14730290456431533,0.2104499274310595,0.375,0.09484193011647254,0.34538878842676307,0.4434137291280149,0.44067796610169496,0.20577617328519854,0.2639238187878336,0.3211385704770912,0.438274046902585,Med
0.035,0.0226015655324104,0.34647302904564314,0.6400580551523948,0.22787610619469031,0.2296173044925125,0.4249547920433997,0.5213358070500929,0.5685670261941448,0.09386281588447652,0.05417712599143643,0.4655963769961083,0.9282317822298283,Med
0.002,0.025917000905679905,0.38796680497925307,0.7387518142235122,0.11946902654867257,0.07820299500831947,0.5316455696202532,0.5435992578849722,0.6024653312788906,0.07942238267148014,0.058151368092454483,0.4850816023861246,0.9841908536086179,Low
0.252,0.06485315047224738,0.23029045643153526,0.3425253991291727,0.20022123893805313,0.14475873544093174,0.5117540687160941,0.489795918367347,0.4791987673343606,0.2490974729241877,0.12414433248823585,0.4324376564228967,0.6219936965425519,Low
0.006999999999999999,0.028973670591279595,0.3112033195020747,0.4992743105950653,0.14380530973451328,0.21131447587354407,0.45027124773960225,0.5732838589981447,0.6517719568567026,0.07039711191335739,0.07351580346337673,0.45818981497880623,0.9699153077662562,High
0.011000000000000001,0.027182526846940096,0.19294605809128632,0.5181422351233672,0.05752212389380531,0.11647254575707154,0.4538878842676311,0.6456400742115028,0.6286594761171033,0.05956678700361011,0.04387019529670585,0.5412707735064749,0.987677923557888,Med
0.02,0.0305869129253461,0.27800829875518673,0.5529753265602322,0.18805309734513276,0.07653910149750415,0.43399638336347207,0.562152133580705,0.6055469953775039,0.08664259927797834,0.04244652563527831,0.49792397253765835,0.9410814425057372,High
0.015,0.02611107517143227,0.2033195020746888,0.6240928882438316,0.125,0.0815307820299501,0.4104882459312839,0.5398886827458257,0.6209553158705702,0.12093862815884476,0.03246448197521637,0.5093016773679749,0.9848488059280462,Low
0.121,0.050705945141674216,0.14522821576763484,0.3759071117561683,0.19026548672566376,0.07321131447587355,0.5515370705244124,0.47309833024118736,0.5115562403697997,0.17148014440433212,0.12985738128029736,0.4617810441038053,0.754604468318433,High
0.054000000000000006,0.05598638245568638,0.42531120331950206,0.262699564586357,0.25884955752212396,0.15973377703826955,0.4864376130198916,0.5176252319109462,0.5331278890600923,0.21480144404332127,0.10835149983902037,0.45565623309091285,0.7690827702866883,High
0.039,0.07520782119290982,0.3568464730290456,0.23367198838896952,0.2444690265486726,0.08319467554076539,0.650994575045208,0.5231910946196661,0.6178736517719569,0.14981949458483754,0.1733201415254562,0.40751254212792654,0.6968285431931379,Med
0.001,0.01858261094578859,0.3962655601659751,0.6923076923076923,0.11393805309734513,0.17803660565723792,0.42133815551537074,0.588126159554731,0.5963020030816641,0.10469314079422383,0.05289286549597235,0.5298284091952207,0.9373509274717621,High
0.019,0.07146784836330702,0.30497925311203317,0.19883889695210447,0.3727876106194691,0.16139767054908485,0.45027124773960225,0.4489795918367347,0.6610169491525424,0.24368231046931407,0.09726875625778002,0.36299498663273155,0.7412079866628866,Med
0.018000000000000002,0.03617059127959633,0.27593360995850624,0.6995645863570392,0.1758849557522124,0.22628951747088186,0.26582278481012656,0.554730983302412,0.691833590138675,0.03971119133574007,0.048905209285048004,0.49323161629572965,0.9196580682556985,Med
0.01,0.023741751843705524,0.2676348547717842,0.5050798258345427,0.17367256637168144,0.259567387687188,0.45569620253164556,0.5807050092764379,0.5855161787365177,0.08664259927797834,0.03918187541542093,0.5152344459951348,0.9456718962229601,Med
0.01,0.023741751843705524,0.2676348547717842,0.5050798258345427,0.17367256637168144,0.259567387687188,0.45569620253164556,0.5807050092764379,0.5855161787365177,0.08664259927797834,0.03918187541542093,0.5152344459951348,0.9456718962229601,Med
0.01,0.018716037003493335,0.2676348547717842,0.5529753265602322,0.11061946902654868,0.07820299500831947,0.6419529837251357,0.6196660482374768,0.6563944530046225,0.05054151624548736,0.03315959940120083,0.5069165760187426,0.9748435626462686,High
0.017,0.019257827662052012,0.3402489626556016,0.6473149492017416,0.1095132743362832,0.12479201331114809,0.4177215189873418,0.5899814471243043,0.6764252696456087,0.05595667870036101,0.036879449040246697,0.5072145532069194,0.9504841749753489,High
0.10400000000000001,0.03518404709535516,0.3941908713692946,0.6226415094339622,0.09845132743362833,0.09816971713810317,0.5569620253164558,0.5102040816326531,0.4838212634822805,0.12454873646209386,0.08515191640513153,0.45881942476318,0.823779036430355,High
0.013999999999999999,0.060797806960797,0.23236514522821575,0.2946298984034833,0.23783185840707965,0.0881863560732113,0.603978300180832,0.4452690166975881,0.5824345146379044,0.27256317689530685,0.10408951896970996,0.360890936012295,0.7932695180866484,Med
0.028999999999999998,0.05041079052917583,0.34439834024896265,0.32075471698113206,0.25442477876106195,0.13810316139767057,0.5135623869801086,0.5417439703153989,0.5778120184899845,0.09927797833935018,0.08419404633090775,0.4706291954925407,0.8056814510788353,Med
0.021,0.03328373657652995,0.18879668049792528,0.4223512336719884,0.13716814159292037,0.129783693843594,0.4954792043399639,0.6029684601113173,0.5793528505392912,0,0.04613138639020607,0.4820261373297222,0.9829108290873375,Med
0.003,0.00757698279208177,0.40456431535269705,0.7677793904208998,0.07190265486725664,0.11148086522462562,0.48462929475587707,0.5306122448979592,0.6409861325115562,0.04693140794223826,0.05991558710826325,0.4629938162605345,0.907877358445415,Low
0.025,0.028019472117997154,0.31742738589211617,0.6008708272859216,0.1504424778761062,0.1364392678868552,0.48824593128390603,0.5658627087198516,0.6502311248073961,0.10830324909747291,0.06719978868573626,0.4605820601659718,0.9941638510825138,High
0.09,0.09386320998835554,0.3526970954356846,0.3105950653120464,0.20575221238938057,0.129783693843594,0.5081374321880651,0.4322820037105752,0.5546995377503852,0.16064981949458482,0.1623633779078554,0.36245368889599605,0.8643992203791996,Med
0.002,0.031278302497088885,0.32365145228215764,0.5239477503628447,0.0641592920353982,0.14309484193011646,0.4358047016274864,0.5918367346938775,0.6671802773497689,0.07220216606498195,0.04799670575056366,0.4999247215274584,0.9675581321221809,Med
0.018000000000000002,0.02480916030534351,0.2738589211618257,0.43686502177068215,0.14380530973451328,0.2129783693843594,0.40325497287522605,0.5862708719851578,0.6070878274268104,0.05054151624548736,0.05639534867873428,0.4673499422407715,0.9451631609728701,High
0,0.03552772027429163,0.3609958506224066,0.5050798258345427,0.1758849557522124,0.13477537437603992,0.4141048824593129,0.588126159554731,0.5916795069337442,0.03971119133574007,0.04309041970453589,0.4652047574354813,0.9952174636461119,Med
0.102,0.04513035321516367,0.15975103734439833,0.39332365747460085,0.2898230088495576,0.36106489184692175,0.3291139240506329,0.5788497217068647,0.5392912172573189,0.24007220216606498,0.0382441745768917,0.4384480881910188,0.9973889687450975,Med
0.159,0.06622784318799327,0.26556016597510373,0.25544267053701014,0.31305309734513276,0.1913477537437604,0.5262206148282097,0.45269016697588127,0.576271186440678,0.2617328519855595,0.1554433154108447,0.40247697037661706,0.8895774810366561,High
0.012,0.02386304825980075,0.33609958506224064,0.5283018867924527,0.10287610619469026,0.2545757071547421,0.3815551537070524,0.5955473098330242,0.6656394453004623,0.07761732851985559,0.06055020323840992,0.5075554884493433,0.9614150844945982,High
0.021,0.019269957303661534,0.40248962655601656,0.502177068214804,0.12831858407079647,0.22462562396006655,0.4538878842676311,0.5788497217068647,0.559322033898305,0.07039711191335739,0.046518842964116056,0.5266486930280029,0.9121277046052674,High
0.22699999999999998,0.043513067667227324,0.31742738589211617,0.3410740203193033,0.25221238938053103,0.0632279534109817,0.5207956600361664,0.5176252319109462,0.5485362095531586,0.13176895306859204,0.08929806723182736,0.48395968850206184,0.7910086328809336,Med
